titulo,url
Lambayeque: Ministerio de Cultura fortalece el diálogo intercultural con representantes del Museo Afroperuano en el distrito de Zaña,https://www.gob.pe/institucion/cultura/noticias/1333849-lambayeque-ministerio-de-cultura-fortalece-el-dialogo-intercultural-con-representantes-del-museo-afroperuano-en-el-distrito-de-zana
Ministerio de Cultura realizó agenda de trabajo como parte de la Intervención Multisectorial del Ejecutivo en el Callao,https://www.gob.pe/institucion/cultura/noticias/1333558-ministerio-de-cultura-realizo-agenda-de-trabajo-como-parte-de-la-intervencion-multisectorial-del-ejecutivo-en-el-callao
Museo Tumbas Reales de Sipán alcanza récord histórico con más de 191 mil visitantes en 2025,https://www.gob.pe/institucion/cultura/noticias/1333395-museo-tumbas-reales-de-sipan-alcanza-record-historico-con-mas-de-191-mil-visitantes-en-2025
Ministerio de Cultura impulsa acciones de protección en el área marina del Complejo Arqueológico El Huarco,https://www.gob.pe/institucion/cultura/noticias/1332092-ministerio-de-cultura-impulsa-acciones-de-proteccion-en-el-area-marina-del-complejo-arqueologico-el-huarco
Ministerio de Cultura verificó el estado de monumento histórico afectado por incendio en el Centro Histórico de Lima,https://www.gob.pe/institucion/cultura/noticias/1331407-ministerio-de-cultura-verifico-el-estado-de-monumento-historico-afectado-por-incendio-en-el-centro-historico-de-lima
LUM inauguró el programa permanente “Memorias afectivas: Diálogos para recordar 1980–2000”,https://www.gob.pe/institucion/cultura/noticias/1331323-lum-inauguro-el-programa-permanente-memorias-afectivas-dialogos-para-recordar-1980-2000
Ministerio de Cultura impulsa la creación de murales patrimoniales en el Centro Histórico de Arequipa,https://www.gob.pe/institucion/cultura/noticias/1331291-ministerio-de-cultura-impulsa-la-creacion-de-murales-patrimoniales-en-el-centro-historico-de-arequipa
Ministerio de Cultura invirtió cerca de S/ 7 millones para mejorar la infraestructura del Museo Nacional Sicán en Lambayeque,https://www.gob.pe/institucion/cultura/noticias/1331099-ministerio-de-cultura-invirtio-cerca-de-s-7-millones-para-mejorar-la-infraestructura-del-museo-nacional-sican-en-lambayeque
Ministerio de Cultura invita al público a visitar muestra colectiva de arte contemporáneo en la Sala José Sabogal de Trujillo,https://www.gob.pe/institucion/cultura/noticias/1331064-ministerio-de-cultura-invita-al-publico-a-visitar-muestra-colectiva-de-arte-contemporaneo-en-la-sala-jose-sabogal-de-trujillo
Ministerio de Cultura declara Patrimonio Cultural de la Nación a la Semana Santa de Contumazá,https://www.gob.pe/institucion/cultura/noticias/1331052-ministerio-de-cultura-declara-patrimonio-cultural-de-la-nacion-a-la-semana-santa-de-contumaza
Ministerio de Cultura impulsa el Taller de Verano “El Saber del Barro” en el Complejo Arqueológico Chan Chan,https://www.gob.pe/institucion/cultura/noticias/1330399-ministerio-de-cultura-impulsa-el-taller-de-verano-el-saber-del-barro-en-el-complejo-arqueologico-chan-chan
Sectores del Ejecutivo articulan intervención multisectorial de alto nivel a favor de los pueblos Awajún y Wampis,https://www.gob.pe/institucion/cultura/noticias/1330388-sectores-del-ejecutivo-articulan-intervencion-multisectorial-de-alto-nivel-a-favor-de-los-pueblos-awajun-y-wampis
UGM aprobó el Plan Maestro del Santuario Histórico de Machupicchu,https://www.gob.pe/institucion/cultura/noticias/1329870-ugm-aprobo-el-plan-maestro-del-santuario-historico-de-machupicchu
LUM dio inicio a Museos Abiertos 2026 con actividades culturales gratuitas para todo público,https://www.gob.pe/institucion/cultura/noticias/1329250-lum-dio-inicio-a-museos-abiertos-2026-con-actividades-culturales-gratuitas-para-todo-publico
